bucket	relevance	year	cites	venue	title	doi	oa_url	source_api	query
datos	0.375	2022	0	KIISE Transactions on Computing Practices	Performance Analysis of GPU Under-utilization when Operating GEMM in BERT Training	10.5626/ktcp.2022.28.4.232		crossref	data loading bottleneck GPU utilization training pipeline prefetch
datos	0.375	2021	5	Proceedings of the Northern Lights Deep Learning Workshop	Seafloor Pipeline Detection With Deep Learning	10.7557/18.5699		crossref	efficient data pipeline deep learning disk decompression bottleneck
datos	0.375	2021	0	Oil Information Technology Journal	2020 LBCG Oil &amp; Gas Pipeline Integrity &amp; Data Utilization Solutions	10.69894/20210115		crossref	data loading bottleneck GPU utilization training pipeline prefetch
datos	0.375	2021	19	Future Generation Computer Systems	Optimizing makespan and resource utilization for multi-DNN training in GPU cluster	10.1016/j.future.2021.06.021		crossref	data loading bottleneck GPU utilization training pipeline prefetch
datos	0.375	2020	13	Entropy	Information Bottleneck: Theory and Applications in Deep Learning	10.3390/e22121408		crossref	efficient data pipeline deep learning disk decompression bottleneck
datos	0.375	2020	16	International Journal for Research Publication and Seminars	Optimizing Data Pipeline Performance in Modern GPU Architectures	10.36676/jrps.v11.i4.1583	https://jrps.shodhsagar.com/index.php/j/article/download/1583/1604	openalex	data loading bottleneck GPU utilization training pipeline prefetch
lote	0.333	2026	0	Journal of Parallel and Distributed Computing	Cornucopia: Elastic GPU cluster management for mixed batch-interactive distributed training	10.1016/j.jpdc.2026.105334		crossref	batch size learning rate scaling GPU utilization training throughput
termico	0.333	2025	1	Computers	An Approach to Thermal Management and Performance Throttling for Federated Computation on a Low-Cost 3D ESP32-S3 Package Stack	10.3390/computers14040147		crossref	GPU thermal throttling laptop power limit sustained training performance
termico	0.333	2025	1	Machines	High-Temperature Degradation of Throttling Performance in While-Drilling Jars Induced by Thermal Expansion and Fluid Rheology	10.3390/machines13090824		crossref	GPU thermal throttling laptop power limit sustained training performance
lote	0.333	2025	8	Proceedings of the VLDB Endowment	Scaling GPU-Accelerated Databases Beyond GPU Memory Size	10.14778/3749646.3749710		crossref	batch size learning rate scaling GPU utilization training throughput
lote	0.333	2025	3	Proceedings of the AAAI Conference on Artificial Intelligence	Poplar: Efficient Scaling of Distributed DNN Training on Heterogeneous GPU Clusters	10.1609/aaai.v39i21.34417		crossref	batch size learning rate scaling GPU utilization training throughput
termico	0.333	2023	0	IEEE Transactions on Computers	Instruction Profiling Based Predictive Throttling for Power and Performance	10.1109/tc.2023.3306079		crossref	GPU thermal throttling laptop power limit sustained training performance
termico	0.333	2023	16	iScience	A limit to sustained performance constrains trill length in birdsong	10.1016/j.isci.2023.108206		crossref	GPU thermal throttling laptop power limit sustained training performance
lote	0.333	2023	0	"Международный научный журнал ""Современные информационные технологии и ИТ-образование"""	The Impact of Batch Size on the Quality of Training of Neural Networks	10.25559/sitito.019.202302.324-332		crossref	batch size learning rate scaling GPU utilization training throughput
lote	0.333	2023	22	Neural Networks	Achieving small-batch accuracy with large-batch scalability via Hessian-aware learning rate adjustment	10.1016/j.neunet.2022.11.007		crossref	batch size learning rate scaling GPU utilization training throughput
lote	0.333	2023	14	IEEE Access	Enabling Large Batch Size Training for DNN Models Beyond the Memory Limit While Maintaining Performance	10.1109/access.2023.3312572	https://ieeexplore.ieee.org/ielx7/6287639/6514899/10242106.pdf	openalex	gradient accumulation limited GPU memory training
lote	0.333	2023	62	APL Machine Learning	Using the IBM analog in-memory hardware acceleration kit for neural network training and inference	10.1063/5.0168089	https://pubs.aip.org/aip/aml/article-pdf/doi/10.1063/5.0168089/18230077/041102_1_5.0168089.pdf	openalex	gradient accumulation limited GPU memory training
termico	0.333	2022	48	Energy	Optimization on coordinate control strategy assisted by high-pressure extraction steam throttling to achieve flexible and efficient operation of thermal power plants	10.1016/j.energy.2021.122676		crossref	GPU thermal throttling laptop power limit sustained training performance
lote	0.333	2022	32	Scientific Reports	Evolutionary scaling of maximum growth rate with organism size	10.1038/s41598-022-23626-7		crossref	batch size learning rate scaling GPU utilization training throughput
lote	0.333	2022	3	Concurrency and Computation: Practice and Experience	BRGraph: An efficient graph neural network training system by reusing batch data on GPU	10.1002/cpe.6961		crossref	batch size learning rate scaling GPU utilization training throughput
lote	0.333	2022	10	Future Generation Computer Systems	gShare: A centralized GPU memory management framework to enable GPU memory sharing for containers	10.1016/j.future.2021.12.016		crossref	gradient accumulation limited GPU memory training
termico	0.333	2021	66	Energy	Flexibility enhancement versus thermal efficiency of coal-fired power units during the condensate throttling processes	10.1016/j.energy.2020.119534		crossref	GPU thermal throttling laptop power limit sustained training performance
termico	0.333	2021	11	IEEE Embedded Systems Letters	Mitigating Interactive Performance Degradation From Mobile Device Thermal Throttling	10.1109/les.2020.2991327		crossref	GPU thermal throttling laptop power limit sustained training performance
termico	0.333	2021	0	SSRN Electronic Journal	Optimization on Coordinate Control Strategy Assisted by High-Pressure Extraction Steam Throttling to Achieve Flexible and Efficient Operation of Thermal Power Plants	10.2139/ssrn.3886309		crossref	GPU thermal throttling laptop power limit sustained training performance
termico	0.333	2021	44	Case Studies in Thermal Engineering	Study on the thermal dissipation performance of GPU cooling system with nanofluid as coolant	10.1016/j.csite.2021.100904		crossref	GPU thermal throttling laptop power limit sustained training performance
lote	0.333	2021	25	Neurocomputing	Dynamic batch size tuning based on stopping criterion for neural network training	10.1016/j.neucom.2020.11.054		crossref	batch size learning rate scaling GPU utilization training throughput
termico	0.333	2019	49	Applied Thermal Engineering	Study on thermal performance of microchannel heat sinks with periodic jetting and throttling structures in sidewalls	10.1016/j.applthermaleng.2019.113764		crossref	GPU thermal throttling laptop power limit sustained training performance
termico	0.333	2019	7	Electronics	Improving GPU Performance with a Power-Aware Streaming Multiprocessor Allocation Methodology	10.3390/electronics8121451		crossref	GPU thermal throttling laptop power limit sustained training performance
lote	0.333	2019	18	The Journal of Supercomputing	BOA: batch orchestration algorithm for straggler mitigation of distributed DL training in heterogeneous GPU cluster	10.1007/s11227-019-02845-2		crossref	batch size learning rate scaling GPU utilization training throughput
termico	0.333	2017	4	Jurnal Pendidikan IPA Indonesia	Performance Analysis of Power Bank Fitted with Recycled Laptop Batteries	10.15294/jpii.v6i2.9619		crossref	GPU thermal throttling laptop power limit sustained training performance
lote	0.333	2016	9	Journal of Advances in Technology and Engineering Research	Batch size for training convolutional neural networks for sentence classification	10.20474/jater-2.5.3		crossref	batch size learning rate scaling GPU utilization training throughput
termico	0.286	2026	0	IEEE Transactions on Sustainable Computing	Importance Aware Undervolting for Robust Neural Network Training	10.1109/tsusc.2025.3650602		crossref	undervolting power capping GPU training throughput efficiency
termico	0.286	2026	0	ACM Transactions on Architecture and Code Optimization	CPU-GPU Workload Distribution during Throughput-Oriented LLM Inference on Single-GPU Systems	10.1145/3816433		crossref	undervolting power capping GPU training throughput efficiency
termico	0.286	2026	0	The American Journal of Interdisciplinary Innovations and Research	Improving Time Efficiency of Machine Learning Algorithms Through GPU Parallelization	10.37547/tajiir/volume08issue05-09		crossref	undervolting power capping GPU training throughput efficiency
termico	0.286	2025	6	Journal of Power Sources	2D MoSe2 capping layer passivation for high-efficiency large-area CdTe solar cells	10.1016/j.jpowsour.2024.236132		crossref	undervolting power capping GPU training throughput efficiency
termico	0.286	2024	4	EURASIP Journal on Advances in Signal Processing	High-throughput software LDPC decoder on GPU	10.1186/s13634-024-01190-8		crossref	undervolting power capping GPU training throughput efficiency
termico	0.286	2023	0	Advance Sustainable Science Engineering and Technology	Optimizing Electrical Efficiency and Thermal Performance of AMD Ryzen 3 2200G Processor through Undervolting in Synthetic Benchmarks and Gaming Scenarios	10.26877/asset.v5i3.16869		crossref	undervolting power capping GPU training throughput efficiency
termico	0.286	2022	31	Sustainability	A Novel Optimization for GPU Mining Using Overclocking and Undervolting	10.3390/su14148708		crossref	undervolting power capping GPU training throughput efficiency
termico	0.286	2022	0	International Journal of Artificial Intelligence, Data Science, and Machine Learning	High-Throughput Data Structures for GPU-Accelerated Computing	10.63282/3050-9262.ijaidsml-v3i1p102		crossref	undervolting power capping GPU training throughput efficiency
termico	0.286	2021	0	Digital Commons - USU (Utah State University)	Embracing Low-Power Systems with Improvement in Security and Energy-Efficiency	10.26076/1a04-d500	https://digitalcommons.usu.edu/etd/8250	openalex	undervolting power capping GPU training throughput efficiency
termico	0.286	2020	7	IEEE Transactions on Parallel and Distributed Systems	Dynamic Undervolting to Improve Energy Efficiency on Multicore X86 CPUs	10.1109/tpds.2020.3004383		crossref	undervolting power capping GPU training throughput efficiency
termico	0.286	2019	14	Parallel Computing	A hybrid CPU/GPU approach for optimizing sorting throughput	10.1016/j.parco.2019.01.004		crossref	undervolting power capping GPU training throughput efficiency
compilacion	0.286	2016	6	Applied Network Science	Compile- and run-time approaches for the selection of efficient data structures for dynamic graph analysis	10.1007/s41109-016-0011-2		crossref	torch.compile graph compilation speedup convolutional network
datos	0.25	2025	1	Proceedings of the ACM on Measurement and Analysis of Computing Systems	PipeCo: Pipelining Cold Start of Deep Learning Inference Services on Serverless Platforms	10.1145/3727125	https://dl.acm.org/doi/pdf/10.1145/3727125	openalex	efficient data pipeline deep learning disk decompression bottleneck
datos	0.25	2025	2	ACM Transactions on Architecture and Code Optimization	Performance Implications of Pipelining the Data Transfer in CPU-GPU Heterogeneous Systems	10.1145/3746231	https://dl.acm.org/doi/pdf/10.1145/3746231	openalex	data loading bottleneck GPU utilization training pipeline prefetch
datos	0.25	2025	4	Proceedings of the ACM on Management of Data	Modyn: Data-Centric Machine Learning Pipeline Orchestration	10.1145/3709705	https://doi.org/10.1145/3709705	openalex	data loading bottleneck GPU utilization training pipeline prefetch
datos	0.25	2025	0	IET Conference Proceedings	Offloading with prefetch-aware memory optimization: enabling efficient single-GPU inference for large language models	10.1049/icp.2025.2913		crossref	data loading bottleneck GPU utilization training pipeline prefetch
datos	0.25	2025	1	Journal of Pipeline Science and Engineering	A lightweight pipeline weld radiographs defect detection detector based on Inverted Bottleneck	10.1016/j.jpse.2025.100322		crossref	data loading bottleneck GPU utilization training pipeline prefetch
datos	0.25	2024	0	BMJ	Why feed more doctors into the specialty training bottleneck?	10.1136/bmj.q2052		crossref	data loading bottleneck GPU utilization training pipeline prefetch
datos	0.25	2023	16	Monthly Notices of the Royal Astronomical Society	deep PACO: combining statistical models with deep learning for exoplanet detection and characterization in direct imaging at high contrast	10.1093/mnras/stad3143	https://academic.oup.com/mnras/advance-article-pdf/doi/10.1093/mnras/stad3143/52109479/stad3143.pdf	openalex	efficient data pipeline deep learning disk decompression bottleneck
datos	0.25	2023	13	Journal of Statistical Software	Efficient Multiple Imputation for Diverse Data in <i>Python</i> and <i>R</i>: <b>MIDASpy</b> and <b>rMIDAS</b>	10.18637/jss.v107.i09	https://www.jstatsoft.org/index.php/jss/article/download/v107i09/4518	openalex	efficient data pipeline deep learning disk decompression bottleneck
datos	0.25	2023	11	Proceedings of the ACM on Management of Data	GoldMiner: Elastic Scaling of Training Data Pre-Processing Pipelines for Deep Learning	10.1145/3589773	https://dl.acm.org/doi/pdf/10.1145/3589773	openalex	data loading bottleneck GPU utilization training pipeline prefetch
datos	0.25	2023	6	ACM Transactions on Architecture and Code Optimization	Fastensor: Optimise the Tensor I/O Path from SSD to GPU for Deep Learning Training	10.1145/3630108	https://dl.acm.org/doi/pdf/10.1145/3630108	openalex	data loading bottleneck GPU utilization training pipeline prefetch
eficiencia	0.25	2023	332	Cancers	Deep Learning for Medical Image-Based Cancer Diagnosis	10.3390/cancers15143608	https://www.mdpi.com/2072-6694/15/14/3608/pdf?version=1689321597	openalex	energy efficient deep learning training GPU utilization profiling
eficiencia	0.25	2022	941	Automation in Construction	Artificial intelligence and smart vision for building and construction 4.0: Machine and deep learning methods and applications	10.1016/j.autcon.2022.104440	https://ars.els-cdn.com/content/image/1-s2.0-S0926580522003132-ga1_lrg.jpg	openalex	energy efficient deep learning training GPU utilization profiling
eficiencia	0.25	2022	387	Nature Communications	Current progress and open challenges for applying deep learning across the biosciences	10.1038/s41467-022-29268-7	https://www.nature.com/articles/s41467-022-29268-7.pdf	openalex	energy efficient deep learning training GPU utilization profiling
datos	0.25	2021	10	Proceedings of the VLDB Endowment	Analyzing and mitigating data stalls in DNN training	10.14778/3446095.3446100	https://arxiv.org/pdf/2007.06775	openalex	data loading bottleneck GPU utilization training pipeline prefetch
eficiencia	0.25	2020	1226	Transactions on Emerging Telecommunications Technologies	Network intrusion detection system: A systematic study of machine learning and deep learning approaches	10.1002/ett.4150	https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ett.4150	openalex	energy efficient deep learning training GPU utilization profiling
eficiencia	0.25	2020	442	Nottingham Trent University's Institutional Repository (Nottingham Trent Repository)	Deep Learning in Mining Biological Data	10.1007/s12559-020-09773-x	https://arxiv.org/pdf/2003.00108	openalex	energy efficient deep learning training GPU utilization profiling
datos	0.25	2019	25	ACM Transactions on Knowledge Discovery from Data	A Pipeline Computing Method of SpTV for Three-Order Tensors on CPU and GPU	10.1145/3363575		crossref	data loading bottleneck GPU utilization training pipeline prefetch
eficiencia	0.25	2019	1826	IEEE Access	Deep Learning Approach for Intelligent Intrusion Detection System	10.1109/access.2019.2895334	https://ieeexplore.ieee.org/ielx7/6287639/8600701/08681044.pdf	openalex	energy efficient deep learning training GPU utilization profiling
eficiencia	0.25	2019	544	Journal of Parallel and Distributed Computing	Estimation of energy consumption in machine learning	10.1016/j.jpdc.2019.07.007	https://www.sciencedirect.com/science/article/pii/S0743731518308773/pdf	openalex	energy efficient deep learning training GPU utilization profiling
eficiencia	0.25	2018	751	Medical Physics	Deep learning in medical imaging and radiation therapy	10.1002/mp.13264	https://aapm.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/mp.13264	openalex	energy efficient deep learning training GPU utilization profiling
eficiencia	0.25	2018	596	IEEE Access	Performance Analysis of Google Colaboratory as a Tool for Accelerating Deep Learning Applications	10.1109/access.2018.2874767	https://doi.org/10.1109/access.2018.2874767	openalex	energy efficient deep learning training GPU utilization profiling
eficiencia	0.25	2018	552	Briefings in Bioinformatics	Recent applications of deep learning and machine intelligence on in silico drug discovery: methods, tools and databases	10.1093/bib/bby061	https://academic.oup.com/bib/article-pdf/20/5/1878/33616787/bby061.pdf	openalex	energy efficient deep learning training GPU utilization profiling
eficiencia	0.25	2016	1069	Frontiers in Environmental Science	DeepTox: Toxicity Prediction using Deep Learning	10.3389/fenvs.2015.00080	https://www.frontiersin.org/articles/10.3389/fenvs.2015.00080/pdf	openalex	energy efficient deep learning training GPU utilization profiling
eficiencia	0.25	2016	611	Molecular Pharmaceutics	Deep Learning Applications for Predicting Pharmacological Properties of Drugs and Drug Repurposing Using Transcriptomic Data	10.1021/acs.molpharmaceut.6b00248	https://pubs.acs.org/doi/pdf/10.1021/acs.molpharmaceut.6b00248?ref=article_openPDF	openalex	energy efficient deep learning training GPU utilization profiling
termico	0.222	2026	0	Rabit : Jurnal Teknologi dan Sistem Informasi Univrab	PENGEMBANGAN SISTEM AUTOMATIC WORKLOAD THROTTLING BERBASIS PYTHON UNTUK MITIGASI THERMAL THROTTLING CPU  PADA PERANGKAT KOMPUTER	10.36341/rabit.v11i2.8063		crossref	GPU thermal throttling laptop power limit sustained training performance
termico	0.222	2026	0	Thermal Science	Experimental performance of a combined throttling device with stepper motor and needle valve in an ammonia-water absorption refrigeration system	10.2298/tsci260203061h		crossref	GPU thermal throttling laptop power limit sustained training performance
termico	0.222	2025	2	Journal of Thermal Analysis and Calorimetry	1D convolutional neural networks application on aircraft engine thermal performance parameters	10.1007/s10973-025-14068-0	https://link.springer.com/content/pdf/10.1007/s10973-025-14068-0.pdf	openalex	GPU thermal throttling laptop power limit sustained training performance
termico	0.222	2025	1	Applied Thermal Engineering	Channel geometry and throttling regulation effects on printed circuit Joule-Thomson cryocooler performance	10.1016/j.applthermaleng.2025.126785		crossref	GPU thermal throttling laptop power limit sustained training performance
termico	0.222	2024	8	Future Generation Computer Systems	PowerTrain: Fast, generalizable time and power prediction models to optimize DNN training on accelerated edges	10.1016/j.future.2024.07.001	https://arxiv.org/pdf/2407.13944	openalex	GPU thermal throttling laptop power limit sustained training performance
termico	0.222	2023	0	Journal of Artificial Intelligence and Big Data	Recent Advances in Mobile SoC: Design for Performance and Power Efficiency	10.31586/jaibd.2023.1395	https://www.scipublications.com/journal/index.php/jaibd/article/download/1395	openalex	GPU thermal throttling laptop power limit sustained training performance
termico	0.222	2023	1	The Journal of Supercomputing	GPU thread throttling for page-level thrashing reduction via static analysis	10.1007/s11227-023-05787-y		crossref	GPU thermal throttling laptop power limit sustained training performance
termico	0.222	2022	11	Applied Thermal Engineering	Research on coupling performance of heat transfer and throttling of microchannel J-T effect cryocoolers	10.1016/j.applthermaleng.2021.117854		crossref	GPU thermal throttling laptop power limit sustained training performance
lote	0.222	2022	263	Nature Machine Intelligence	The transformational role of GPU computing and deep learning in drug discovery	10.1038/s42256-022-00463-x	https://www.nature.com/articles/s42256-022-00463-x.pdf	openalex	batch size learning rate scaling GPU utilization training throughput
termico	0.222	2019	4	Applied Thermal Engineering	Comparison between fixed-opening and variable-opening throttling on two-circuit evaporator performance under water maldistribution	10.1016/j.applthermaleng.2019.114340		crossref	GPU thermal throttling laptop power limit sustained training performance
termico	0.222	2016	60	Applied Thermal Engineering	Modeling for condensate throttling and its application on the flexible load control of power plants	10.1016/j.applthermaleng.2015.11.027		crossref	GPU thermal throttling laptop power limit sustained training performance
